customer_id,signup_date,region,acquisition_channel,age,newsletter_opt_in,loyalty_member,support_tickets_12m,avg_satisfaction_score
100038,2023-08-25,Yorkshire,Paid Search,34.0,False,True,1,4.4
100039,2025-01-24,South East,Social,,False,False,1,3.3
100040,2024-10-28,,Organic,29.0,True,False,1,2.6
100041,2025-01-24,South West,Email,45.0,True,False,1,4.4
100042,2025-01-15,Yorkshire,Referral,31.0,False,False,2,
100043,2023-08-11,Yorkshire,Email,29.0,False,False,0,3.2
100044,2024-04-20,North West,Affiliate,83.0,True,True,2,3.6
100045,2025-01-24,North West,Paid Search,66.0,True,False,0,5.0
100046,2024-07-23,Scotland,Paid Search,43.0,True,False,1,3.9
100047,2024-02-11,Yorkshire,Organic,52.0,True,True,1,3.2
100048,2024-07-12,Scotland,Social,54.0,True,True,3,2.9
100049,2023-08-26,Wales,Paid Search,40.0,True,True,2,3.8
100050,2024-02-24,South East,Paid Search,45.0,True,False,0,3.8
100051,2024-02-01,Scotland,Affiliate,38.0,False,False,2,2.9
100052,2024-09-06,North West,Organic,57.0,True,False,0,4.1
100053,2025-01-01,London,Paid Search,58.0,False,False,1,2.5
100054,2025-01-24,Scotland,Organic,61.0,True,True,0,3.0
100055,2025-01-18,London,Paid Search,44.0,True,False,2,5.0
100056,2023-09-17,West Midlands,Paid Search,69.0,False,False,0,2.9
100057,2024-10-04,East of England,Organic,40.0,False,True,0,3.9
100058,2023-10-21,West Midlands,Organic,68.0,False,False,0,4.3
100059,2022-10-09,East of England,Email,35.0,False,False,2,5.0
100060,2024-11-19,North West,Organic,24.0,True,False,1,5.0
100061,2023-12-08,Scotland,Email,67.0,True,False,0,4.6
100062,2024-01-25,Wales,Email,50.0,False,False,1,3.0
100063,2024-12-09,North West,Email,48.0,True,False,0,3.1
100064,2024-06-08,Yorkshire,Referral,36.0,True,False,0,3.6
100065,2023-11-09,South West,Organic,30.0,True,True,1,5.0
100066,2023-09-10,West Midlands,Paid Search,31.0,False,True,0,4.4
100067,2023-05-27,West Midlands,Paid Search,43.0,True,False,1,3.9
100068,2023-12-22,East of England,Paid Search,39.0,True,False,0,4.2
100069,2023-08-16,London,Referral,18.0,True,False,1,5.0
100070,2024-02-11,North West,Social,63.0,True,False,0,3.4
100071,2024-08-20,Scotland,Paid Search,36.0,True,False,1,4.1
100072,2023-08-21,North West,Paid Search,57.0,True,True,1,3.0
100073,2023-07-12,Yorkshire,Referral,32.0,False,False,0,
100074,2023-02-14,East of England,Social,43.0,True,False,1,3.8
100075,2024-01-23,,Paid Search,54.0,False,False,0,4.3
100076,2023-07-11,East of England,Referral,52.0,True,False,2,4.3
100077,2024-11-07,Yorkshire,Email,38.0,True,False,0,5.0
100078,2024-07-19,South West,Organic,48.0,False,True,0,3.4
100079,2025-01-24,North West,Organic,50.0,True,True,1,4.2
100080,2024-09-20,Scotland,Social,39.0,True,False,2,2.9
100081,2024-04-21,WALES,Organic,27.0,True,False,1,3.9
100082,2025-01-24,South East,Affiliate,33.0,True,True,1,
100083,2023-07-09,North West,Email,36.0,True,False,1,4.4
100084,2023-08-17,North West,Social,41.0,False,True,0,5.0
100085,2022-08-09,North East,Email,62.0,True,True,1,
100086,2025-01-24,West Midlands,Affiliate,53.0,True,True,0,3.6
100087,2024-05-09,West Midlands,Paid Search,30.0,True,False,1,4.9
100088,2024-04-12,,Paid Search,65.0,True,True,1,2.7
100089,2024-09-29,North East,Email,40.0,True,True,1,4.4
100090,2024-03-05,London,Paid Search,50.0,True,True,2,
100091,2024-01-19,Wales,Email,29.0,True,False,0,4.4
100092,2024-03-12,South West,Social,35.0,True,True,0,
100093,2024-08-27,Wales,Organic,54.0,True,False,0,3.7
100094,2024-11-02,London,Paid Search,30.0,False,True,0,4.2
100095,2025-01-24,London,Email,42.0,False,False,1,
100096,2024-07-12,West Midlands,Paid Search,,False,True,0,3.6
100097,2023-09-14,Wales,Paid Search,28.0,True,False,1,3.9
100098,2023-07-02,SCOTLAND,Organic,18.0,True,True,1,2.5
100099,2024-09-02,South West,Paid Search,53.0,True,False,1,3.8
100100,2023-08-07,North West,Social,78.0,True,True,2,4.2
100101,2024-06-01,West Midlands,Affiliate,47.0,False,True,1,4.6
100102,2023-02-19,Wales,Email,49.0,False,False,1,3.7
100103,2024-06-27,Scotland,Social,30.0,True,False,0,3.5
100104,2025-01-24,South West,Organic,60.0,True,False,0,4.4
100105,2025-01-24,,Affiliate,36.0,False,False,0,3.7
100106,2024-03-11,South East,Referral,56.0,True,False,4,5.0
100107,2024-07-15,North East,Referral,,False,False,1,
100108,2022-07-24,North East,Paid Search,49.0,False,False,2,4.9
100109,2023-07-14,South West,Paid Search,49.0,False,True,2,
100110,2024-04-29,Scotland,Paid Search,48.0,True,True,5,2.6
100111,2023-02-25,Scotland,Paid Search,45.0,True,True,2,2.0
100112,2023-12-11,NORTH WEST,Paid Search,54.0,False,False,1,3.5
100113,2024-01-25,East of England,Referral,32.0,True,False,1,3.2
100114,2024-04-22,West Midlands,Paid Search,38.0,False,True,2,3.9
100115,2024-03-24,South East,Paid Search,60.0,True,False,5,2.1
100116,2025-01-24,LONDON,Referral,43.0,True,False,1,3.0
100117,2023-11-05,Scotland,Affiliate,37.0,True,False,1,2.1
100118,2023-12-15,Wales,Paid Search,54.0,False,True,1,2.7
100119,2024-02-17,South West,Organic,,True,False,2,3.6
100120,2024-09-29,Wales,Email,24.0,True,True,1,
100121,2023-10-25,East of England,Affiliate,50.0,True,True,1,
100122,2024-01-22,Wales,Social,43.0,False,False,0,3.7
100123,2025-01-14,South West,Organic,50.0,False,True,2,2.5
100124,2023-08-31,Wales,Social,41.0,True,False,0,3.7
100125,2023-04-21,Yorkshire,Email,47.0,True,True,2,
100126,2023-01-01,London,Paid Search,18.0,False,False,0,1.9
100127,2024-02-28,West Midlands,Organic,29.0,False,False,2,5.0
100128,2023-09-21,Wales,Referral,51.0,True,False,6,
100129,2025-01-24,South West,Email,75.0,True,True,0,5.0
100130,2023-11-24,London,Paid Search,46.0,False,True,1,4.4
100131,2023-06-22,London,Email,32.0,False,True,3,
100132,2023-11-16,East of England,Social,43.0,True,True,0,3.9
100133,2023-06-28,North East,Paid Search,29.0,True,True,2,3.5
100134,2024-05-12,South West,Organic,57.0,False,False,1,4.7
100135,2023-02-11,North East,Organic,,True,False,1,3.3
100136,2023-11-25,London,Affiliate,55.0,False,False,2,3.5
100137,2024-01-01,Wales,Paid Search,39.0,False,False,0,5.0
100138,2025-01-24,South East,Referral,56.0,True,True,0,4.2
100139,2023-03-01,Wales,Social,20.0,True,False,0,4.1
100140,2024-01-29,North East,Referral,41.0,True,False,2,4.4
100141,2024-03-25,Yorkshire,Affiliate,48.0,False,True,2,3.4
100142,2023-02-28,Yorkshire,Affiliate,38.0,False,True,4,
100143,2025-01-14,Scotland,Referral,46.0,False,True,0,3.1
100144,2024-10-15,Yorkshire,Organic,45.0,False,False,1,3.3
100145,2024-01-26,Wales,Paid Search,55.0,False,True,0,
100146,2024-08-24,NORTH WEST,Organic,49.0,False,True,1,3.2
100147,2024-06-19,North West,Social,46.0,True,True,0,3.3
100148,2024-06-13,North East,Organic,52.0,False,True,0,4.7
100149,2022-09-29,Wales,Organic,23.0,True,False,3,4.3
100150,2024-11-07,Yorkshire,Paid Search,31.0,False,True,1,5.0
100151,2023-01-17,North West,Email,23.0,True,True,0,3.1
100152,2023-10-15,North East,Paid Search,48.0,True,False,0,2.6
100153,2024-07-12,Wales,Organic,46.0,True,False,0,5.0
100154,2023-04-28,West Midlands,Social,59.0,True,False,0,4.5
100155,2024-07-24,Yorkshire,Social,46.0,False,True,0,3.5
100156,2023-05-08,Scotland,Referral,33.0,False,False,0,
100157,2024-04-30,Wales,Social,43.0,False,True,4,4.2
100158,2025-01-24,East of England,Email,18.0,True,False,2,5.0
100159,2025-01-24,Scotland,Organic,36.0,False,False,1,4.2
100160,2023-07-20,NORTH EAST,Paid Search,18.0,True,True,0,3.6
100161,2024-09-14,East of England,Email,45.0,True,False,3,3.4
100162,2023-01-19,Scotland,Paid Search,37.0,False,True,0,4.9
100163,2023-02-04,North East,Referral,39.0,True,True,1,3.3
100164,2024-07-30,Scotland,Affiliate,29.0,False,False,0,4.0
100165,2024-10-23,Scotland,Organic,32.0,True,True,1,2.9
100166,2024-05-31,West Midlands,Email,50.0,False,False,2,4.4
100167,2025-01-24,North West,Organic,22.0,False,False,0,4.0
100168,2024-06-09,North West,Organic,48.0,True,False,0,4.6
100169,2023-12-06,London,Organic,30.0,True,True,1,4.1
100170,2023-11-18,South West,Social,19.0,True,True,1,3.4
100171,2023-12-17,Yorkshire,Affiliate,57.0,True,False,1,4.2
100172,2023-05-08,North East,Organic,58.0,False,False,2,4.2
100173,2023-01-14,East of England,Email,34.0,False,False,1,2.6
100174,2023-12-08,,Organic,34.0,True,False,1,3.1
100175,2022-11-20,East of England,Paid Search,38.0,True,False,0,
100176,2024-08-05,South East,Social,30.0,True,False,0,3.6
100177,2024-06-13,London,Email,33.0,False,False,2,2.8
100178,2023-11-19,East of England,Email,47.0,True,False,3,3.0
100179,2025-01-24,London,Affiliate,68.0,False,False,1,4.5
100180,2023-11-12,Scotland,Paid Search,36.0,False,True,1,2.8
100181,2024-01-10,Wales,Social,54.0,True,False,1,2.5
100182,2024-06-28,North West,Organic,46.0,True,False,0,4.1
100183,2023-08-19,EAST OF ENGLAND,Email,19.0,True,False,1,4.6
100184,2024-01-29,West Midlands,Paid Search,41.0,False,True,1,4.4
100185,2025-01-24,South East,Paid Search,39.0,True,True,2,3.4
100186,2024-11-24,South East,Email,60.0,True,True,0,3.0
100187,2023-10-12,London,Organic,61.0,False,False,1,3.1
100188,2024-07-18,South East,Email,46.0,True,False,0,4.3
100189,2024-01-14,South East,Affiliate,57.0,True,False,0,4.5
100190,2023-11-29,Wales,Organic,39.0,True,True,3,
100191,2023-08-01,Wales,Social,56.0,True,True,1,3.5
100192,2022-12-01,West Midlands,Affiliate,42.0,False,False,0,2.9
100193,2024-12-06,South West,Email,55.0,False,False,2,3.9
100194,2024-05-03,North West,Paid Search,57.0,False,False,2,4.6
100195,2023-10-21,East of England,Email,50.0,True,True,3,3.4
100196,2024-05-18,North West,Social,31.0,True,True,1,4.9
100197,2023-09-03,East of England,Email,36.0,True,False,2,2.3
100198,2024-03-10,,Social,51.0,True,False,0,3.3
100199,2023-06-25,Wales,Paid Search,53.0,False,False,1,3.9
100200,2024-10-19,Wales,Email,43.0,True,False,1,4.1
100201,2023-01-16,West Midlands,Paid Search,37.0,True,False,1,3.0
100202,2023-08-10,London,Referral,43.0,True,True,1,4.2
100203,2023-09-17,WEST MIDLANDS,Email,37.0,True,True,0,4.2
100204,2023-08-22,North West,Affiliate,37.0,False,False,0,5.0
100205,2023-06-04,Scotland,Paid Search,66.0,False,False,1,4.1
100206,2023-02-28,Yorkshire,Organic,35.0,False,False,1,3.7
100207,2023-08-22,North East,Paid Search,48.0,True,False,1,4.4
100208,2023-03-28,London,Organic,43.0,True,True,0,2.4
100209,2023-12-03,Yorkshire,Organic,25.0,False,True,2,2.8
100210,2024-10-11,South East,Social,25.0,False,True,1,4.8
100211,2024-04-24,Yorkshire,Organic,40.0,False,True,1,
100212,2024-01-24,East of England,Affiliate,18.0,True,False,1,3.3
100213,2024-10-11,Wales,Paid Search,65.0,False,False,2,4.4
100214,2024-08-31,Yorkshire,Organic,36.0,True,False,2,3.9
100215,2024-05-09,South East,Email,35.0,True,True,1,4.9
100216,2023-03-28,North East,Paid Search,57.0,False,False,0,
100217,2023-08-14,Scotland,Email,39.0,False,False,0,5.0
100218,2023-09-18,Scotland,Email,49.0,True,True,2,2.9
100219,2024-12-01,East of England,Email,34.0,False,False,0,4.8
100220,2023-02-12,North West,Social,42.0,True,False,1,4.1
100221,2024-07-13,North East,Email,54.0,True,False,2,3.3
100222,2024-06-11,London,Affiliate,30.0,False,False,2,3.9
100223,2023-06-02,South East,Paid Search,48.0,False,False,1,3.3
100224,2023-10-15,North East,Organic,18.0,True,False,0,
100225,2023-08-12,Scotland,Email,57.0,False,False,0,2.5
100226,2023-10-11,Wales,Paid Search,34.0,True,False,0,5.0
100227,2024-09-28,North East,Social,40.0,True,True,1,4.2
100228,2023-05-31,North East,Social,40.0,False,True,0,2.0
100229,2023-05-02,SOUTH WEST,Paid Search,28.0,False,False,1,4.2
100230,2023-05-20,East of England,Organic,27.0,False,True,1,4.5
100231,2023-08-01,East of England,Email,48.0,True,False,1,2.2
100232,2023-10-03,East of England,Paid Search,48.0,False,True,3,2.6
100233,2024-01-21,North West,Paid Search,29.0,False,False,0,
100234,2023-07-13,Wales,Email,48.0,True,True,3,3.3
100235,2025-01-24,South East,Email,48.0,True,False,1,4.1
100236,2024-05-10,Scotland,Social,36.0,True,False,0,2.9
100237,2024-08-19,West Midlands,Organic,24.0,True,False,2,3.2
100238,2023-08-20,South West,Paid Search,41.0,True,True,0,2.8
100239,2023-07-20,North West,Email,46.0,False,False,2,2.3
100240,2025-01-03,North West,Paid Search,40.0,True,True,1,1.7
100241,2023-11-18,Wales,Referral,33.0,False,True,1,5.0
100242,2024-11-03,Scotland,Email,47.0,True,True,2,3.3
100243,2024-01-07,South West,Paid Search,57.0,False,False,0,4.3
100244,2024-05-22,Wales,Social,31.0,False,True,1,
100245,2023-11-14,Wales,Affiliate,37.0,True,True,1,3.3
100246,2024-05-27,West Midlands,Referral,77.0,True,True,2,3.9
100247,2023-12-08,South East,Social,45.0,False,False,2,4.3
100248,2023-11-28,North East,Paid Search,25.0,True,True,0,5.0
100249,2024-03-04,West Midlands,Email,35.0,True,True,0,4.0
100250,2023-09-23,SOUTH WEST,Social,31.0,True,True,0,2.7
100251,2022-12-05,South West,Social,,True,True,1,2.2
100252,2023-11-12,,Paid Search,45.0,False,False,0,3.1
100253,2024-03-16,South East,Referral,33.0,False,False,0,3.8
100254,2023-09-11,Scotland,Social,65.0,False,False,1,2.9
100255,2024-09-04,South East,Organic,42.0,False,False,3,3.5
100256,2025-01-24,WEST MIDLANDS,Paid Search,35.0,True,False,1,3.8
100257,2024-02-29,WEST MIDLANDS,Organic,25.0,False,True,2,4.9
100258,2024-05-21,Yorkshire,Organic,29.0,True,False,1,3.2
100259,2024-03-25,South East,Paid Search,25.0,True,False,0,
100260,2023-10-16,Wales,Social,39.0,True,False,1,4.2
100261,2025-01-24,London,Paid Search,29.0,True,False,1,4.6
100262,2023-06-03,North East,Paid Search,51.0,True,False,0,1.8
100263,2023-11-11,West Midlands,Paid Search,33.0,True,True,2,2.4
100264,2022-11-21,Scotland,Organic,52.0,True,False,4,1.8
100265,2023-10-03,Wales,Organic,47.0,False,True,1,5.0
100266,2024-06-17,East of England,Organic,49.0,True,True,0,3.3
100267,2023-09-17,London,Email,53.0,False,False,2,2.9
100268,2023-01-22,East of England,Organic,67.0,False,False,1,3.9
100269,2023-08-29,Yorkshire,Email,30.0,False,True,0,5.0
100270,2024-02-06,North East,Paid Search,52.0,True,False,0,3.4
100271,2023-11-20,Yorkshire,Organic,46.0,True,False,0,3.4
100272,2023-11-19,North East,Paid Search,55.0,True,True,1,4.9
100273,2023-09-18,Yorkshire,Organic,42.0,True,False,1,4.2
100274,2025-01-24,South East,Social,56.0,True,True,1,4.0
100275,2023-06-01,Yorkshire,Email,24.0,True,False,0,3.6
100276,2024-12-25,North East,Social,28.0,False,True,1,4.3
100277,2024-03-13,London,Organic,34.0,False,False,1,1.6
100278,2022-11-06,West Midlands,Paid Search,40.0,True,True,2,3.4
100279,2023-12-29,London,Affiliate,42.0,True,False,3,2.1
100280,2023-06-20,Wales,Paid Search,31.0,False,False,1,5.0
100281,2024-02-19,Yorkshire,Paid Search,28.0,False,True,1,
100282,2024-04-10,SOUTH WEST,Paid Search,32.0,False,False,1,4.7
100283,2023-10-25,North East,Affiliate,19.0,False,True,0,5.0
100284,2024-11-26,Wales,Referral,37.0,False,False,0,5.0
100285,2024-04-26,Scotland,Organic,40.0,True,False,1,
100286,2023-02-19,NORTH EAST,Paid Search,47.0,True,False,0,4.0
100287,2024-05-15,Scotland,Email,43.0,True,False,0,
100288,2024-10-04,North East,Organic,64.0,True,False,3,4.5
100289,2022-11-18,North East,Paid Search,52.0,False,True,0,
100290,2024-07-24,North West,Organic,51.0,False,False,2,3.7
100291,2023-11-26,South West,Organic,46.0,False,False,0,3.2
100292,2024-03-10,East of England,Organic,48.0,True,False,4,3.6
100293,2023-11-10,South West,Social,38.0,False,False,1,
100294,2024-08-26,South East,Email,42.0,True,True,1,4.0
100295,2023-06-02,Yorkshire,Social,66.0,True,False,2,2.5
100296,2023-03-01,South East,Paid Search,40.0,False,False,1,2.7
100297,2025-01-24,Wales,Paid Search,24.0,True,False,0,5.0
100298,2025-01-24,Wales,Referral,50.0,True,True,3,1.8
100299,2023-10-24,Yorkshire,Paid Search,52.0,True,True,0,5.0
100300,2025-01-24,South East,Organic,43.0,True,False,0,5.0
100301,2023-04-19,East of England,Paid Search,18.0,True,False,1,3.8
100302,2025-01-10,Scotland,Paid Search,58.0,False,False,0,4.6
100303,2024-07-18,South West,Organic,,True,False,1,3.9
100304,2023-01-21,,Paid Search,,True,False,3,3.0
100305,2024-08-13,Scotland,Social,56.0,True,True,3,3.6
100306,2023-11-12,West Midlands,Organic,18.0,True,False,0,3.4
100307,2025-01-24,North East,Email,42.0,False,False,2,4.6
100308,2024-03-18,North West,Social,34.0,False,True,1,3.2
100309,2023-06-22,North East,Paid Search,60.0,False,False,1,4.0
100310,2023-05-29,North East,Email,44.0,False,False,2,3.6
100311,2024-11-03,Yorkshire,Affiliate,,False,True,3,5.0
100312,2023-08-10,SOUTH EAST,Paid Search,56.0,True,True,2,
100313,2023-09-29,North West,Social,18.0,False,False,0,
100314,2024-08-14,London,Social,48.0,True,False,1,
100315,2024-02-14,South West,Social,25.0,True,False,2,
100316,2024-03-12,South West,Paid Search,35.0,False,False,0,5.0
100317,2025-01-24,West Midlands,Paid Search,38.0,False,False,2,
100318,2024-02-28,South West,Organic,,True,True,1,2.7
100319,2022-12-04,Yorkshire,Paid Search,70.0,False,False,0,3.7
100320,2023-04-18,Wales,Organic,18.0,True,True,2,3.1
100321,2024-05-05,London,Referral,47.0,True,False,0,5.0
100322,2023-11-18,South East,Organic,70.0,True,False,2,3.2
100323,2023-12-24,Wales,Organic,34.0,False,False,0,4.6
100324,2024-07-16,West Midlands,Paid Search,33.0,False,True,2,2.9
100325,2024-07-16,North East,Organic,44.0,False,False,2,5.0
100326,2024-03-01,Wales,Email,52.0,True,True,1,4.5
100327,2023-08-14,LONDON,Referral,50.0,True,False,0,3.5
100328,2023-12-07,Scotland,Organic,36.0,True,True,3,5.0
100329,2024-05-08,South West,Organic,31.0,False,False,1,5.0
100330,2025-01-24,South East,Paid Search,58.0,False,True,3,4.4
100331,2024-02-05,Wales,Affiliate,31.0,False,True,0,3.8
100332,2024-11-22,London,Organic,18.0,True,False,2,2.9
100333,2024-06-04,SOUTH EAST,Organic,22.0,True,False,2,2.3
100334,2023-02-22,Yorkshire,Organic,34.0,True,False,0,2.8
100335,2023-08-19,North West,Paid Search,60.0,True,False,0,5.0
100336,2023-02-08,East of England,Organic,26.0,False,False,0,5.0
100337,2025-01-24,West Midlands,Affiliate,61.0,True,False,2,
100338,2023-10-12,North West,Paid Search,58.0,False,True,0,5.0
100339,2023-05-29,Wales,Paid Search,44.0,True,False,1,2.9
100340,2023-06-19,South East,Paid Search,18.0,False,False,2,3.5
100341,2023-05-03,Scotland,Paid Search,26.0,False,False,2,3.6
100342,2024-08-16,South East,Affiliate,33.0,False,True,0,3.9
100343,2023-09-23,South East,Email,63.0,False,False,0,2.3
100344,2025-01-24,North West,Referral,34.0,True,False,1,3.7
100345,2024-10-24,North West,Referral,31.0,True,True,0,2.7
100346,2023-09-25,Scotland,Social,,True,False,3,1.6
100347,2023-12-26,Scotland,Social,23.0,True,False,1,3.4
100348,2023-11-03,South East,Social,41.0,False,True,1,3.9
100349,2022-11-28,London,Email,31.0,True,False,1,2.7
100350,2023-07-30,London,Email,76.0,True,False,2,
100351,2023-09-23,East of England,Social,29.0,False,False,0,4.1
100352,2024-04-26,North East,Organic,66.0,False,True,1,4.6
100353,2024-05-22,London,Social,26.0,False,True,1,3.8
100354,2025-01-24,London,Paid Search,44.0,True,True,1,4.6
100355,2023-08-09,South West,Social,48.0,True,True,3,4.7
100356,2025-01-24,South West,Social,43.0,True,True,1,2.6
100357,2024-09-02,SOUTH WEST,Social,42.0,False,False,1,5.0
100358,2023-12-06,South East,Social,52.0,False,False,1,5.0
100359,2024-11-17,Wales,Email,46.0,False,False,1,3.7
100360,2024-01-04,East of England,Email,39.0,False,False,5,2.3
100361,2022-08-17,South East,Organic,32.0,True,True,2,4.8
100362,2023-03-31,South East,Organic,39.0,True,False,1,3.4
100363,2023-09-04,East of England,Paid Search,39.0,True,False,1,3.0
100364,2024-04-29,South West,Paid Search,38.0,True,True,1,3.7
100365,2023-09-24,South West,Paid Search,42.0,False,True,0,5.0
100366,2024-06-17,Yorkshire,Email,23.0,True,False,1,5.0
100367,2025-01-24,Yorkshire,Email,28.0,False,False,1,5.0
100368,2023-02-17,East of England,Paid Search,52.0,True,False,1,3.8
100369,2023-01-29,South East,Referral,18.0,False,True,1,
100370,2024-12-30,West Midlands,Organic,57.0,True,False,1,3.9
100371,2024-07-10,London,Email,34.0,True,False,1,
100372,2023-09-30,Wales,Organic,63.0,False,False,0,3.4
100373,2023-09-14,East of England,Email,57.0,True,True,1,3.6
100374,2024-08-27,South West,Organic,37.0,False,False,1,5.0
100375,2024-01-19,Scotland,Paid Search,38.0,False,False,1,3.2
100376,2022-01-05,North East,Paid Search,62.0,True,True,2,3.4
100377,2024-04-04,North East,Email,58.0,True,False,1,4.5
100378,2024-08-18,East of England,Referral,54.0,True,True,1,5.0
100379,2025-01-24,Wales,Social,56.0,True,True,0,4.3
100380,2023-05-24,East of England,Email,27.0,True,True,1,3.7
100381,2023-02-19,South West,Paid Search,44.0,True,False,0,2.3
100382,2024-03-24,North West,Email,31.0,False,True,1,3.2
100383,2024-02-22,North East,Referral,27.0,False,False,2,4.0
100384,2023-08-25,South East,Organic,43.0,True,False,1,3.7
100385,2023-12-21,East of England,Organic,36.0,False,False,2,
100386,2024-11-03,East of England,Paid Search,39.0,True,True,1,4.5
100387,2023-05-31,London,Paid Search,34.0,True,False,2,2.6
100388,2022-09-16,South West,Paid Search,25.0,True,False,0,4.3
100389,2023-05-25,London,Email,63.0,True,False,0,4.1
100390,2024-07-28,Yorkshire,Email,43.0,True,False,0,2.4
100391,2023-05-11,Wales,Paid Search,22.0,False,False,1,4.2
100392,2025-01-24,South East,Affiliate,43.0,True,True,1,5.0
100393,2025-01-24,West Midlands,Referral,61.0,False,True,1,4.4
100394,2022-12-24,Yorkshire,Social,53.0,True,False,2,
100395,2024-06-13,North East,Affiliate,34.0,False,True,2,4.6
100396,2025-01-19,West Midlands,Referral,35.0,True,False,0,
100397,2023-07-12,South East,Paid Search,29.0,True,True,1,
100398,2023-07-30,South East,Affiliate,31.0,True,True,0,4.4
100399,2024-01-01,South East,Organic,32.0,True,True,0,5.0
100400,2022-12-26,Wales,Paid Search,22.0,False,False,0,3.9
100401,2023-04-22,South West,Paid Search,35.0,True,True,2,3.6
100402,2024-10-09,Scotland,Email,45.0,False,False,1,3.7
100403,2023-04-09,Wales,Affiliate,36.0,True,False,0,4.1
100404,2024-03-09,NORTH EAST,Organic,44.0,True,False,2,
100405,2023-01-30,Wales,Social,62.0,True,True,1,4.4
100406,2025-01-24,London,Organic,65.0,True,True,1,4.2
100407,2025-01-24,London,Referral,40.0,True,True,0,4.0
100408,2023-05-18,South West,Paid Search,52.0,True,True,1,4.8
100409,2023-12-11,West Midlands,Social,39.0,False,False,2,4.6
100410,2025-01-24,South East,Social,35.0,True,False,1,5.0
100411,2023-05-11,EAST OF ENGLAND,Paid Search,26.0,True,True,0,
100412,2022-11-05,West Midlands,Affiliate,42.0,True,False,0,4.6
100413,2023-11-22,North East,Affiliate,55.0,False,False,0,4.1
100414,2023-08-15,Yorkshire,Organic,24.0,True,False,1,3.9
100415,2024-07-25,North West,Email,37.0,True,False,1,3.4
100416,2023-08-04,North East,Referral,37.0,False,False,1,5.0
100417,2025-01-16,East of England,Paid Search,44.0,False,False,1,3.2
100418,2024-11-26,North West,Paid Search,44.0,True,True,5,4.4
100419,2023-07-03,South East,Email,48.0,True,False,0,2.6
100420,2024-01-18,Yorkshire,Social,66.0,True,False,1,
100421,2022-11-30,South West,Social,30.0,False,True,1,2.6
100422,2023-06-05,Wales,Social,29.0,False,False,0,
100423,2023-07-29,South East,Email,44.0,True,True,1,2.4
100424,2023-04-15,Scotland,Paid Search,,True,False,1,5.0
100425,2024-12-01,North East,Paid Search,22.0,True,False,2,
100426,2023-08-01,East of England,Paid Search,45.0,False,True,0,4.8
100427,2025-01-24,London,Organic,38.0,False,False,1,3.3
100428,2023-01-18,North East,Email,52.0,True,True,0,1.9
100429,2025-01-24,East of England,Referral,49.0,False,False,1,4.2
100430,2023-10-13,Scotland,Organic,42.0,False,False,0,
100431,2025-01-24,South West,Social,47.0,False,False,0,3.3
100432,2025-01-24,East of England,Organic,32.0,True,True,0,5.0
