customer_id,signup_date,region,acquisition_channel,age,newsletter_opt_in,loyalty_member,support_tickets_12m,avg_satisfaction_score,age_missing_flag,satisfaction_missing_flag,recency_days,frequency,monetary_total,avg_order_value,median_order_value,order_value_std,active_span_days,distinct_categories_purchased,return_rate,favourite_category,orders_via_mobile_app,orders_via_store,orders_via_web,never_purchased_flag,tenure_days,tenure_months,orders_per_tenure_month,spend_per_tenure_month,engagement_score,support_tickets_per_order,segment,segment_hierarchical,pca_1,pca_2,segment_name
100039,2025-01-24,South East,Social,41.0,False,False,1,3.3,1,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,7,0.2,0.0,0.0,0,1.0,1,2,-4.225929706844649,-1.5550181508239027,New / Low Engagement
100040,2024-10-28,Unknown,Organic,29.0,True,False,1,2.6,0,0,20.0,1.0,10.99,10.99,10.99,0.0,0.0,1.0,0.0,Homeware,1.0,0.0,0.0,0,95,3.1,0.3225806451612903,3.5451612903225804,1,1.0,1,0,-2.930278769647522,-0.9736516755849431,New / Low Engagement
100041,2025-01-24,South West,Email,45.0,True,False,1,4.4,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,7,0.2,0.0,0.0,1,1.0,1,2,-4.220970809170707,-1.4978805926880012,New / Low Engagement
100042,2025-01-15,Yorkshire,Referral,31.0,False,False,2,3.9,0,1,20.0,2.0,120.35,60.175,60.175,5.494219689819479,10.0,2.0,0.0,Electronics,1.0,0.0,1.0,0,16,0.5,2.0,120.35,0,1.0,2,0,0.17981326666155706,-2.2673760424539413,Emerging Customers
100043,2023-08-11,Yorkshire,Email,29.0,False,False,0,3.2,0,0,56.0,15.0,634.62,42.308,38.42,36.850572432072596,331.0,7.0,0.13333333333333333,Homeware,3.0,1.0,11.0,0,539,17.7,0.8474576271186441,35.85423728813559,0,0.0,0,1,1.100438713009993,0.7805458818071614,High-Value Loyal
100044,2024-04-20,North West,Affiliate,83.0,True,True,2,3.6,0,0,58.0,12.0,368.02,30.668333333333333,29.1,14.714038339029303,245.0,7.0,0.0,Groceries,9.0,0.0,3.0,0,286,9.4,1.276595744680851,39.15106382978723,2,0.16666666666666666,2,1,0.6161272983299731,-0.2695757910820437,Emerging Customers
100045,2025-01-24,North West,Paid Search,66.0,True,False,0,5.0,0,0,13.0,2.0,31.869999999999997,15.934999999999999,15.934999999999999,5.253803384216046,5.0,2.0,0.0,Fashion,0.0,0.0,2.0,0,7,0.2,2.0,31.869999999999997,1,0.0,2,0,-1.1801633062077923,-2.4296546824053444,Emerging Customers
100046,2024-07-23,Scotland,Paid Search,43.0,True,False,1,3.9,0,0,75.0,1.0,24.19,24.19,24.19,0.0,0.0,1.0,0.0,Groceries,0.0,1.0,0.0,0,192,6.3,0.15873015873015872,3.83968253968254,1,1.0,1,0,-2.79086249937965,0.16804614137491938,New / Low Engagement
100047,2024-02-11,Yorkshire,Organic,52.0,True,True,1,3.2,0,0,208.0,9.0,336.6,37.400000000000006,37.45,13.391933206225305,103.0,5.0,0.1111111111111111,Sports & Outdoors,2.0,2.0,5.0,0,355,11.7,0.7692307692307693,28.769230769230774,2,0.1111111111111111,3,0,-0.03976337284373304,0.9623346715565394,At-Risk / Lapsing
100048,2024-07-12,Scotland,Social,54.0,True,True,3,2.9,0,0,164.0,3.0,147.05,49.01666666666667,54.4,12.358124183440355,40.0,3.0,0.0,Books & Media,0.0,0.0,3.0,0,203,6.7,0.44776119402985076,21.94776119402985,2,1.0,3,0,-1.1126380727568126,0.44457651004410936,At-Risk / Lapsing
100049,2023-08-26,Wales,Paid Search,40.0,True,True,2,3.8,0,0,19.0,26.0,1822.19,70.08423076923077,69.02000000000001,28.16037715274097,376.0,9.0,0.038461538461538464,Toys & Kids,11.0,1.0,14.0,0,524,17.2,1.5116279069767442,105.94127906976745,2,0.07692307692307693,0,3,3.1378328767100965,-0.11615866094996466,High-Value Loyal
100050,2024-02-24,South East,Paid Search,45.0,True,False,0,3.8,0,0,7.0,10.0,501.83,50.183,53.230000000000004,17.15340720932401,324.0,6.0,0.1,Fashion,2.0,1.0,7.0,0,342,11.2,0.8928571428571429,44.80625,1,0.0,2,1,1.002860955137641,-0.8914807522628311,Emerging Customers
100051,2024-02-01,Scotland,Affiliate,38.0,False,False,2,2.9,0,0,5.0,37.0,2484.57,67.15054054054055,59.3,31.559270600107514,353.0,10.0,0.02702702702702703,Garden,16.0,2.0,19.0,0,365,12.0,3.0833333333333335,207.0475,0,0.05405405405405406,0,3,4.296530793351267,-1.9201500596602723,High-Value Loyal
100052,2024-09-06,North West,Organic,57.0,True,False,0,4.1,0,0,68.0,5.0,216.03,43.206,42.77,8.60395432344919,71.0,5.0,0.0,Fashion,1.0,0.0,4.0,0,147,4.8,1.0416666666666667,45.00625,1,0.0,2,0,-0.11146479100111797,-0.585196209049826,Emerging Customers
100053,2025-01-01,London,Paid Search,58.0,False,False,1,2.5,0,0,22.0,1.0,71.93,71.93,71.93,0.0,0.0,1.0,0.0,Books & Media,1.0,0.0,0.0,0,30,1.0,1.0,71.93,0,1.0,2,0,-0.6281660913728206,-1.6733206680762314,Emerging Customers
100054,2025-01-24,Scotland,Organic,61.0,True,True,0,3.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,7,0.2,0.0,0.0,2,0.0,1,2,-4.216011911496764,-1.4407430345520997,New / Low Engagement
100055,2025-01-18,London,Paid Search,44.0,True,False,2,5.0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,13,0.4,0.0,0.0,1,2.0,1,2,-4.293240466741677,-1.152417901378758,New / Low Engagement
100056,2023-09-17,West Midlands,Paid Search,69.0,False,False,0,2.9,0,0,13.0,11.0,300.34000000000003,27.303636363636368,21.2,11.94799085430456,339.0,8.0,0.18181818181818182,Homeware,2.0,0.0,9.0,0,502,16.5,0.6666666666666666,18.202424242424243,0,0.0,2,0,0.5142374012577596,0.12618218230409584,Emerging Customers
100057,2024-10-04,East Of England,Organic,40.0,False,True,0,3.9,0,0,45.0,3.0,90.87,30.290000000000003,27.11,9.364123023540431,11.0,3.0,0.0,Homeware,2.0,0.0,1.0,0,119,3.9,0.7692307692307693,23.3,1,0.0,2,0,-1.2021327575532146,-0.7678972868675903,Emerging Customers
100058,2023-10-21,West Midlands,Organic,68.0,False,False,0,4.3,0,0,68.0,37.0,2633.52,71.17621621621622,72.29,35.115814366444916,327.0,10.0,0.08108108108108109,Sports & Outdoors,15.0,3.0,19.0,0,468,15.4,2.4025974025974026,171.0077922077922,0,0.0,0,3,3.90664151703236,0.03253185948669977,High-Value Loyal
100059,2022-10-09,East Of England,Email,35.0,False,False,2,5.0,0,0,11.0,31.0,2120.48,68.4025806451613,67.83,35.66596528603911,373.0,9.0,0.0,Toys & Kids,14.0,3.0,14.0,0,845,27.8,1.1151079136690647,76.27625899280575,0,0.06451612903225806,0,3,3.3416922244174074,0.4685854959377459,High-Value Loyal
100060,2024-11-19,North West,Organic,24.0,True,False,1,5.0,0,0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,73,2.4,0.0,0.0,1,1.0,1,2,-4.439080741380699,-0.1191765987678345,New / Low Engagement
100061,2023-12-08,Scotland,Email,67.0,True,False,0,4.6,0,0,57.0,6.0,94.03,15.671666666666667,15.73,9.142746669719482,306.0,3.0,0.16666666666666666,Pet Supplies,1.0,0.0,5.0,0,420,13.8,0.43478260869565216,6.813768115942029,1,0.0,3,0,-1.396307896750607,0.7224807241988765,At-Risk / Lapsing
100062,2024-01-25,Wales,Email,50.0,False,False,1,3.0,0,0,12.0,11.0,362.02,32.91090909090909,24.51,34.49776962487444,292.0,6.0,0.36363636363636365,Homeware,3.0,4.0,4.0,0,372,12.2,0.9016393442622951,29.67377049180328,0,0.09090909090909091,2,0,0.6152453510974139,-0.14537923400645203,Emerging Customers
100063,2024-12-09,North West,Email,48.0,True,False,0,3.1,0,0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,53,1.7,0.0,0.0,1,0.0,1,2,-4.42448852458051,-0.3278023141945873,New / Low Engagement
100064,2024-06-08,Yorkshire,Referral,36.0,True,False,0,3.6,0,0,210.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,Sports & Outdoors,0.0,0.0,1.0,0,237,7.8,0.12820512820512822,0.38461538461538464,1,0.0,1,2,-3.6972178635482953,0.7213877865874156,New / Low Engagement
100065,2023-11-09,South West,Organic,30.0,True,True,1,5.0,0,0,56.0,7.0,118.41,16.915714285714284,17.15,6.954971500403763,283.0,6.0,0.14285714285714285,Homeware,1.0,0.0,6.0,0,449,14.8,0.47297297297297297,8.000675675675675,2,0.14285714285714285,3,0,-0.8294173173454518,0.859236665015281,At-Risk / Lapsing
100066,2023-09-10,West Midlands,Paid Search,31.0,False,True,0,4.4,0,0,20.0,11.0,253.7,23.063636363636363,22.71,6.438602756386315,375.0,7.0,0.18181818181818182,Groceries,3.0,0.0,8.0,0,509,16.7,0.6586826347305389,15.191616766467066,1,0.0,3,0,0.19105878310095523,0.40231097432086504,At-Risk / Lapsing
100067,2023-05-27,West Midlands,Paid Search,43.0,True,False,1,3.9,0,0,14.0,12.0,435.5,36.291666666666664,40.44,13.227795001664512,338.0,8.0,0.16666666666666666,Electronics,5.0,1.0,6.0,0,615,20.2,0.594059405940594,21.55940594059406,1,0.08333333333333333,0,1,0.8934608359661604,0.5623019302674699,High-Value Loyal
100068,2023-12-22,East Of England,Paid Search,39.0,True,False,0,4.2,0,0,35.0,33.0,2261.65,68.53484848484848,63.94,41.637019745144784,349.0,9.0,0.0,Pet Supplies,11.0,2.0,20.0,0,406,13.3,2.481203007518797,170.04887218045113,1,0.0,0,3,3.640915772067377,-0.6192623088184993,High-Value Loyal
100069,2023-08-16,London,Referral,18.0,True,False,1,5.0,0,0,37.0,7.0,141.09,20.155714285714286,15.53,14.96928728780238,247.0,5.0,0.14285714285714285,Books & Media,2.0,1.0,4.0,0,534,17.5,0.4,8.062285714285714,1,0.14285714285714285,3,0,-0.7767431363890104,0.8481367390384948,At-Risk / Lapsing
100070,2024-02-11,North West,Social,63.0,True,False,0,3.4,0,0,3.0,19.0,1021.75,53.776315789473685,45.1,44.05491575680495,362.0,8.0,0.15789473684210525,Garden,6.0,2.0,11.0,0,355,11.7,1.623931623931624,87.32905982905983,1,0.0,0,3,2.4959166121306953,-1.4989919320005727,High-Value Loyal
100071,2024-08-20,Scotland,Paid Search,36.0,True,False,1,4.1,0,0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,164,5.4,0.0,0.0,1,1.0,1,2,-4.4315857242055845,0.48096592002979804,New / Low Engagement
100072,2023-08-21,North West,Paid Search,57.0,True,True,1,3.0,0,0,142.0,14.0,748.08,53.434285714285714,46.75,24.244472078674477,213.0,8.0,0.0,Electronics,6.0,1.0,7.0,0,529,17.4,0.8045977011494253,42.99310344827587,2,0.07142857142857142,0,1,1.2836223560012856,1.1521944996698374,High-Value Loyal
100073,2023-07-12,Yorkshire,Referral,32.0,False,False,0,3.9,0,1,4.0,22.0,852.17,38.735,42.18,15.732672327720701,335.0,9.0,0.0,Homeware,6.0,1.0,15.0,0,569,18.7,1.1764705882352942,45.57058823529412,0,0.0,0,1,2.1127600057199363,-0.8848502230212691,High-Value Loyal
100074,2023-02-14,East Of England,Social,43.0,True,False,1,3.8,0,0,36.0,21.0,1373.42,65.40095238095239,66.26,25.831972612396815,354.0,9.0,0.047619047619047616,Books & Media,6.0,0.0,15.0,0,717,23.6,0.8898305084745762,58.195762711864404,1,0.047619047619047616,0,3,2.4673220029608234,1.0142770352868007,High-Value Loyal
100075,2024-01-23,Unknown,Paid Search,54.0,False,False,0,4.3,0,0,43.0,14.0,671.76,47.98285714285714,45.655,15.57511991734126,310.0,7.0,0.07142857142857142,Books & Media,5.0,3.0,6.0,0,374,12.3,1.1382113821138211,54.61463414634146,0,0.0,0,1,1.2994049178091962,-0.0678709174050593,High-Value Loyal
100076,2023-07-11,East Of England,Referral,52.0,True,False,2,4.3,0,0,108.0,8.0,344.62,43.0775,39.28,21.062824902114695,276.0,5.0,0.125,Garden,3.0,2.0,3.0,0,570,18.7,0.42780748663101603,18.428877005347594,1,0.25,3,1,-0.0487716007403083,1.4669018004246228,At-Risk / Lapsing
100077,2024-11-07,Yorkshire,Email,38.0,True,False,0,5.0,0,0,20.0,6.0,256.9,42.81666666666666,44.045,17.941513499888092,71.0,3.0,0.0,Homeware,1.0,0.0,5.0,0,85,2.8,2.142857142857143,91.75,1,0.0,2,0,0.5258966060953434,-1.9709686898087118,Emerging Customers
100078,2024-07-19,South West,Organic,48.0,False,True,0,3.4,0,0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,196,6.4,0.0,0.0,1,0.0,1,2,-4.418035857841708,0.6346240410333013,New / Low Engagement
100079,2025-01-24,North West,Organic,50.0,True,True,1,4.2,0,0,5.0,2.0,39.14,19.57,19.57,16.348308781032976,22.0,2.0,0.0,Toys & Kids,0.0,1.0,1.0,0,7,0.2,2.0,39.14,2,0.5,2,0,-0.8924050444590728,-2.8910246066226875,Emerging Customers
100080,2024-09-20,Scotland,Social,39.0,True,False,2,2.9,0,0,46.0,6.0,241.52999999999997,40.254999999999995,46.17,26.349526561211682,93.0,3.0,0.16666666666666666,Electronics,1.0,1.0,4.0,0,133,4.4,1.3636363636363635,54.89318181818181,1,0.3333333333333333,2,1,-0.0033407825958141177,-0.7520510779311764,Emerging Customers
100081,2024-04-21,Wales,Organic,27.0,True,False,1,3.9,0,0,13.0,4.0,231.99,57.9975,44.480000000000004,51.42532668831575,115.0,3.0,0.0,Beauty,2.0,0.0,2.0,0,285,9.4,0.425531914893617,24.679787234042553,1,0.25,2,0,-0.4106508166930148,-0.604354213144269,Emerging Customers
100082,2025-01-24,South East,Affiliate,33.0,True,True,1,3.9,0,1,10.0,2.0,61.55,30.775,30.775,17.147339443773777,18.0,2.0,0.0,Books & Media,0.0,1.0,1.0,0,7,0.2,2.0,61.55,2,0.5,2,0,-0.5606338824016956,-2.541995849424553,Emerging Customers
100083,2023-07-09,North West,Email,36.0,True,False,1,4.4,0,0,34.0,12.0,558.77,46.564166666666665,47.69,15.658880987729576,348.0,6.0,0.08333333333333333,Homeware,6.0,0.0,6.0,0,572,18.8,0.6382978723404255,29.721808510638297,1,0.08333333333333333,0,1,0.8127725914828585,0.708189331416786,High-Value Loyal
