customer_id,signup_date,region,acquisition_channel,age,newsletter_opt_in,loyalty_member,support_tickets_12m,avg_satisfaction_score,age_missing_flag,satisfaction_missing_flag,recency_days,frequency,monetary_total,avg_order_value,median_order_value,order_value_std,active_span_days,distinct_categories_purchased,return_rate,favourite_category,orders_via_mobile_app,orders_via_store,orders_via_web,never_purchased_flag,tenure_days,tenure_months,orders_per_tenure_month,spend_per_tenure_month,engagement_score,support_tickets_per_order
100012,2023-12-15,Wales,Email,60.0,True,False,1,2.3,0,0,17.0,10.0,233.45999999999998,23.345999999999997,22.275,11.514469351404973,335.0,6.0,0.0,Groceries,4.0,1.0,5.0,0,413,13.6,0.7352941176470589,17.166176470588233,1,0.1
100013,2025-01-24,Wales,Organic,45.0,True,True,2,4.7,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,7,0.2,0.0,0.0,2,2.0
100014,2024-06-23,West Midlands,Email,18.0,True,False,1,4.2,0,0,222.0,1.0,40.72,40.72,40.72,0.0,0.0,1.0,0.0,Electronics,1.0,0.0,0.0,0,222,7.3,0.136986301369863,5.578082191780822,1,1.0
100015,2024-03-13,West Midlands,Organic,49.0,True,False,1,3.6,0,0,119.0,6.0,220.64,36.77333333333333,34.06,12.71818488097522,111.0,6.0,0.0,Sports & Outdoors,4.0,0.0,2.0,0,324,10.6,0.5660377358490566,20.81509433962264,1,0.16666666666666666
100016,2023-09-16,Wales,Organic,54.0,True,False,0,3.5,0,0,156.0,5.0,105.57,21.113999999999997,21.11,3.7350676031365224,162.0,4.0,0.2,Garden,1.0,1.0,3.0,0,503,16.5,0.30303030303030304,6.3981818181818175,1,0.0
100017,2023-07-12,West Midlands,Organic,32.0,True,True,0,3.5,0,0,21.0,43.0,3113.41,72.40488372093023,71.32,33.99239070117598,375.0,10.0,0.06976744186046512,Electronics,18.0,4.0,21.0,0,569,18.7,2.2994652406417115,166.49251336898396,2,0.0
100018,2024-03-30,North West,Email,40.0,True,True,1,3.7,0,0,43.0,9.0,340.23,37.803333333333335,41.22,16.03465387839725,293.0,5.0,0.1111111111111111,Toys & Kids,1.0,2.0,6.0,0,307,10.1,0.8910891089108911,33.68613861386139,2,0.1111111111111111
100019,2023-05-21,Wales,Paid Search,47.0,True,False,0,3.9,0,1,36.0,6.0,159.26,26.543333333333333,25.314999999999998,21.271761249757073,306.0,3.0,0.0,Toys & Kids,2.0,1.0,3.0,0,621,20.4,0.29411764705882354,7.806862745098039,1,0.0
100020,2025-01-24,Scotland,Referral,64.0,False,False,2,3.9,0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,7,0.2,0.0,0.0,0,2.0
100021,2025-01-24,London,Email,38.0,False,False,0,4.2,0,0,6.0,2.0,48.32,24.16,24.16,6.307392488184005,4.0,2.0,0.0,Sports & Outdoors,1.0,0.0,1.0,0,7,0.2,2.0,48.32,0,0.0
100022,2023-01-14,Wales,Social,53.0,True,False,1,3.3,0,0,50.0,5.0,261.35,52.27,59.46,17.855205123436697,337.0,4.0,0.0,Books & Media,3.0,1.0,1.0,0,748,24.6,0.2032520325203252,10.6239837398374,1,0.2
100023,2023-09-21,Unknown,Paid Search,45.0,True,True,2,2.6,0,0,223.0,7.0,372.17,53.167142857142856,58.76,27.21727558879085,163.0,7.0,0.0,Garden,1.0,0.0,6.0,0,498,16.4,0.426829268292683,22.69329268292683,2,0.2857142857142857
100024,2025-01-24,West Midlands,Email,44.0,False,False,0,2.5,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,7,0.2,0.0,0.0,0,0.0
100025,2024-03-23,Yorkshire,Referral,58.0,True,True,0,5.0,0,0,34.0,14.0,732.91,52.35071428571428,42.815,40.3749647228778,215.0,8.0,0.07142857142857142,Groceries,6.0,2.0,6.0,0,314,10.3,1.3592233009708736,71.15631067961164,2,0.0
100026,2024-06-20,North West,Social,30.0,True,False,0,4.5,0,0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,225,7.4,0.0,0.0,1,0.0
100027,2022-10-01,Wales,Organic,44.0,True,True,1,5.0,0,0,26.0,26.0,1924.03,74.00115384615384,73.845,30.263083296574138,349.0,9.0,0.038461538461538464,Pet Supplies,10.0,2.0,14.0,0,853,28.0,0.9285714285714286,68.71535714285714,2,0.038461538461538464
100028,2023-11-10,East Of England,Organic,41.0,True,False,1,3.5,0,0,131.0,1.0,51.61,51.61,51.61,0.0,0.0,1.0,0.0,Toys & Kids,1.0,0.0,0.0,0,448,14.7,0.06802721088435375,3.510884353741497,1,1.0
100029,2024-04-15,Yorkshire,Organic,21.0,True,False,1,4.3,0,0,18.0,16.0,799.3100000000001,49.956875000000004,41.275000000000006,44.00655053038506,283.0,9.0,0.0,Toys & Kids,5.0,1.0,10.0,0,291,9.6,1.6666666666666667,83.26145833333334,1,0.0625
100030,2024-09-05,North West,Organic,57.0,False,False,2,3.4,0,0,7.0,7.0,346.27,49.46714285714285,55.01,26.556897857421596,60.0,6.0,0.14285714285714285,Garden,2.0,0.0,5.0,0,148,4.9,1.4285714285714284,70.6673469387755,0,0.2857142857142857
100031,2023-09-15,Scotland,Email,52.0,False,True,0,3.8,0,0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,504,16.6,0.0,0.0,1,0.0
100032,2024-02-17,North West,Organic,41.0,False,False,1,5.0,0,0,8.0,17.0,665.64,39.15529411764706,34.81,17.929768932437145,323.0,8.0,0.0,Beauty,6.0,1.0,10.0,0,349,11.5,1.4782608695652173,57.88173913043478,0,0.058823529411764705
100033,2023-12-27,North East,Referral,41.0,False,True,0,5.0,1,0,86.0,9.0,178.57,19.84111111111111,21.71,10.842360725926394,241.0,7.0,0.0,Fashion,2.0,4.0,3.0,0,401,13.2,0.6818181818181819,13.528030303030302,1,0.0
100034,2023-11-11,South West,Organic,41.0,True,False,1,4.0,0,0,51.0,8.0,291.5,36.4375,24.855,33.72454500381415,268.0,7.0,0.125,Toys & Kids,5.0,0.0,3.0,0,447,14.7,0.54421768707483,19.829931972789115,1,0.125
100035,2023-06-12,South East,Social,41.0,False,False,1,4.7,1,0,9.0,11.0,445.66999999999996,40.51545454545454,41.44,20.58133589621255,381.0,9.0,0.0,Groceries,5.0,2.0,4.0,0,599,19.7,0.5583756345177665,22.62284263959391,0,0.09090909090909091
100036,2023-07-09,Yorkshire,Affiliate,42.0,False,True,1,3.9,0,1,4.0,35.0,2492.63,71.218,59.78,30.954907222869696,383.0,10.0,0.02857142857142857,Fashion,15.0,4.0,16.0,0,572,18.8,1.8617021276595744,132.58670212765958,1,0.02857142857142857
100037,2024-03-06,South West,Organic,32.0,False,False,1,4.1,0,0,164.0,5.0,132.14,26.427999999999997,28.71,7.007850597722528,87.0,4.0,0.0,Beauty,1.0,2.0,2.0,0,331,10.9,0.4587155963302752,12.122935779816512,0,0.2
100038,2023-08-25,Yorkshire,Paid Search,34.0,False,True,1,4.4,0,0,9.0,20.0,867.4399999999999,43.372,40.56,21.821322889127938,382.0,8.0,0.05,Homeware,3.0,3.0,14.0,0,525,17.2,1.1627906976744187,50.43255813953488,1,0.05
100039,2025-01-24,South East,Social,41.0,False,False,1,3.3,1,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,7,0.2,0.0,0.0,0,1.0
100040,2024-10-28,Unknown,Organic,29.0,True,False,1,2.6,0,0,20.0,1.0,10.99,10.99,10.99,0.0,0.0,1.0,0.0,Homeware,1.0,0.0,0.0,0,95,3.1,0.3225806451612903,3.5451612903225804,1,1.0
100041,2025-01-24,South West,Email,45.0,True,False,1,4.4,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,7,0.2,0.0,0.0,1,1.0
100042,2025-01-15,Yorkshire,Referral,31.0,False,False,2,3.9,0,1,20.0,2.0,120.35,60.175,60.175,5.494219689819479,10.0,2.0,0.0,Electronics,1.0,0.0,1.0,0,16,0.5,2.0,120.35,0,1.0
100043,2023-08-11,Yorkshire,Email,29.0,False,False,0,3.2,0,0,56.0,15.0,634.62,42.308,38.42,36.850572432072596,331.0,7.0,0.13333333333333333,Homeware,3.0,1.0,11.0,0,539,17.7,0.8474576271186441,35.85423728813559,0,0.0
100044,2024-04-20,North West,Affiliate,83.0,True,True,2,3.6,0,0,58.0,12.0,368.02,30.668333333333333,29.1,14.714038339029303,245.0,7.0,0.0,Groceries,9.0,0.0,3.0,0,286,9.4,1.276595744680851,39.15106382978723,2,0.16666666666666666
100045,2025-01-24,North West,Paid Search,66.0,True,False,0,5.0,0,0,13.0,2.0,31.869999999999997,15.934999999999999,15.934999999999999,5.253803384216046,5.0,2.0,0.0,Fashion,0.0,0.0,2.0,0,7,0.2,2.0,31.869999999999997,1,0.0
100046,2024-07-23,Scotland,Paid Search,43.0,True,False,1,3.9,0,0,75.0,1.0,24.19,24.19,24.19,0.0,0.0,1.0,0.0,Groceries,0.0,1.0,0.0,0,192,6.3,0.15873015873015872,3.83968253968254,1,1.0
100047,2024-02-11,Yorkshire,Organic,52.0,True,True,1,3.2,0,0,208.0,9.0,336.6,37.400000000000006,37.45,13.391933206225305,103.0,5.0,0.1111111111111111,Sports & Outdoors,2.0,2.0,5.0,0,355,11.7,0.7692307692307693,28.769230769230774,2,0.1111111111111111
100048,2024-07-12,Scotland,Social,54.0,True,True,3,2.9,0,0,164.0,3.0,147.05,49.01666666666667,54.4,12.358124183440355,40.0,3.0,0.0,Books & Media,0.0,0.0,3.0,0,203,6.7,0.44776119402985076,21.94776119402985,2,1.0
100049,2023-08-26,Wales,Paid Search,40.0,True,True,2,3.8,0,0,19.0,26.0,1822.19,70.08423076923077,69.02000000000001,28.16037715274097,376.0,9.0,0.038461538461538464,Toys & Kids,11.0,1.0,14.0,0,524,17.2,1.5116279069767442,105.94127906976745,2,0.07692307692307693
100050,2024-02-24,South East,Paid Search,45.0,True,False,0,3.8,0,0,7.0,10.0,501.83,50.183,53.230000000000004,17.15340720932401,324.0,6.0,0.1,Fashion,2.0,1.0,7.0,0,342,11.2,0.8928571428571429,44.80625,1,0.0
100051,2024-02-01,Scotland,Affiliate,38.0,False,False,2,2.9,0,0,5.0,37.0,2484.57,67.15054054054055,59.3,31.559270600107514,353.0,10.0,0.02702702702702703,Garden,16.0,2.0,19.0,0,365,12.0,3.0833333333333335,207.0475,0,0.05405405405405406
100052,2024-09-06,North West,Organic,57.0,True,False,0,4.1,0,0,68.0,5.0,216.03,43.206,42.77,8.60395432344919,71.0,5.0,0.0,Fashion,1.0,0.0,4.0,0,147,4.8,1.0416666666666667,45.00625,1,0.0
100053,2025-01-01,London,Paid Search,58.0,False,False,1,2.5,0,0,22.0,1.0,71.93,71.93,71.93,0.0,0.0,1.0,0.0,Books & Media,1.0,0.0,0.0,0,30,1.0,1.0,71.93,0,1.0
100054,2025-01-24,Scotland,Organic,61.0,True,True,0,3.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,7,0.2,0.0,0.0,2,0.0
100055,2025-01-18,London,Paid Search,44.0,True,False,2,5.0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,13,0.4,0.0,0.0,1,2.0
100056,2023-09-17,West Midlands,Paid Search,69.0,False,False,0,2.9,0,0,13.0,11.0,300.34000000000003,27.303636363636368,21.2,11.94799085430456,339.0,8.0,0.18181818181818182,Homeware,2.0,0.0,9.0,0,502,16.5,0.6666666666666666,18.202424242424243,0,0.0
100057,2024-10-04,East Of England,Organic,40.0,False,True,0,3.9,0,0,45.0,3.0,90.87,30.290000000000003,27.11,9.364123023540431,11.0,3.0,0.0,Homeware,2.0,0.0,1.0,0,119,3.9,0.7692307692307693,23.3,1,0.0
100058,2023-10-21,West Midlands,Organic,68.0,False,False,0,4.3,0,0,68.0,37.0,2633.52,71.17621621621622,72.29,35.115814366444916,327.0,10.0,0.08108108108108109,Sports & Outdoors,15.0,3.0,19.0,0,468,15.4,2.4025974025974026,171.0077922077922,0,0.0
100059,2022-10-09,East Of England,Email,35.0,False,False,2,5.0,0,0,11.0,31.0,2120.48,68.4025806451613,67.83,35.66596528603911,373.0,9.0,0.0,Toys & Kids,14.0,3.0,14.0,0,845,27.8,1.1151079136690647,76.27625899280575,0,0.06451612903225806
100060,2024-11-19,North West,Organic,24.0,True,False,1,5.0,0,0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,73,2.4,0.0,0.0,1,1.0
100061,2023-12-08,Scotland,Email,67.0,True,False,0,4.6,0,0,57.0,6.0,94.03,15.671666666666667,15.73,9.142746669719482,306.0,3.0,0.16666666666666666,Pet Supplies,1.0,0.0,5.0,0,420,13.8,0.43478260869565216,6.813768115942029,1,0.0
100062,2024-01-25,Wales,Email,50.0,False,False,1,3.0,0,0,12.0,11.0,362.02,32.91090909090909,24.51,34.49776962487444,292.0,6.0,0.36363636363636365,Homeware,3.0,4.0,4.0,0,372,12.2,0.9016393442622951,29.67377049180328,0,0.09090909090909091
100063,2024-12-09,North West,Email,48.0,True,False,0,3.1,0,0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,53,1.7,0.0,0.0,1,0.0
100064,2024-06-08,Yorkshire,Referral,36.0,True,False,0,3.6,0,0,210.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,Sports & Outdoors,0.0,0.0,1.0,0,237,7.8,0.12820512820512822,0.38461538461538464,1,0.0
100065,2023-11-09,South West,Organic,30.0,True,True,1,5.0,0,0,56.0,7.0,118.41,16.915714285714284,17.15,6.954971500403763,283.0,6.0,0.14285714285714285,Homeware,1.0,0.0,6.0,0,449,14.8,0.47297297297297297,8.000675675675675,2,0.14285714285714285
100066,2023-09-10,West Midlands,Paid Search,31.0,False,True,0,4.4,0,0,20.0,11.0,253.7,23.063636363636363,22.71,6.438602756386315,375.0,7.0,0.18181818181818182,Groceries,3.0,0.0,8.0,0,509,16.7,0.6586826347305389,15.191616766467066,1,0.0
100067,2023-05-27,West Midlands,Paid Search,43.0,True,False,1,3.9,0,0,14.0,12.0,435.5,36.291666666666664,40.44,13.227795001664512,338.0,8.0,0.16666666666666666,Electronics,5.0,1.0,6.0,0,615,20.2,0.594059405940594,21.55940594059406,1,0.08333333333333333
100068,2023-12-22,East Of England,Paid Search,39.0,True,False,0,4.2,0,0,35.0,33.0,2261.65,68.53484848484848,63.94,41.637019745144784,349.0,9.0,0.0,Pet Supplies,11.0,2.0,20.0,0,406,13.3,2.481203007518797,170.04887218045113,1,0.0
100069,2023-08-16,London,Referral,18.0,True,False,1,5.0,0,0,37.0,7.0,141.09,20.155714285714286,15.53,14.96928728780238,247.0,5.0,0.14285714285714285,Books & Media,2.0,1.0,4.0,0,534,17.5,0.4,8.062285714285714,1,0.14285714285714285
100070,2024-02-11,North West,Social,63.0,True,False,0,3.4,0,0,3.0,19.0,1021.75,53.776315789473685,45.1,44.05491575680495,362.0,8.0,0.15789473684210525,Garden,6.0,2.0,11.0,0,355,11.7,1.623931623931624,87.32905982905983,1,0.0
100071,2024-08-20,Scotland,Paid Search,36.0,True,False,1,4.1,0,0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,164,5.4,0.0,0.0,1,1.0
100072,2023-08-21,North West,Paid Search,57.0,True,True,1,3.0,0,0,142.0,14.0,748.08,53.434285714285714,46.75,24.244472078674477,213.0,8.0,0.0,Electronics,6.0,1.0,7.0,0,529,17.4,0.8045977011494253,42.99310344827587,2,0.07142857142857142
100073,2023-07-12,Yorkshire,Referral,32.0,False,False,0,3.9,0,1,4.0,22.0,852.17,38.735,42.18,15.732672327720701,335.0,9.0,0.0,Homeware,6.0,1.0,15.0,0,569,18.7,1.1764705882352942,45.57058823529412,0,0.0
100074,2023-02-14,East Of England,Social,43.0,True,False,1,3.8,0,0,36.0,21.0,1373.42,65.40095238095239,66.26,25.831972612396815,354.0,9.0,0.047619047619047616,Books & Media,6.0,0.0,15.0,0,717,23.6,0.8898305084745762,58.195762711864404,1,0.047619047619047616
100075,2024-01-23,Unknown,Paid Search,54.0,False,False,0,4.3,0,0,43.0,14.0,671.76,47.98285714285714,45.655,15.57511991734126,310.0,7.0,0.07142857142857142,Books & Media,5.0,3.0,6.0,0,374,12.3,1.1382113821138211,54.61463414634146,0,0.0
100076,2023-07-11,East Of England,Referral,52.0,True,False,2,4.3,0,0,108.0,8.0,344.62,43.0775,39.28,21.062824902114695,276.0,5.0,0.125,Garden,3.0,2.0,3.0,0,570,18.7,0.42780748663101603,18.428877005347594,1,0.25
100077,2024-11-07,Yorkshire,Email,38.0,True,False,0,5.0,0,0,20.0,6.0,256.9,42.81666666666666,44.045,17.941513499888092,71.0,3.0,0.0,Homeware,1.0,0.0,5.0,0,85,2.8,2.142857142857143,91.75,1,0.0
100078,2024-07-19,South West,Organic,48.0,False,True,0,3.4,0,0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,196,6.4,0.0,0.0,1,0.0
100079,2025-01-24,North West,Organic,50.0,True,True,1,4.2,0,0,5.0,2.0,39.14,19.57,19.57,16.348308781032976,22.0,2.0,0.0,Toys & Kids,0.0,1.0,1.0,0,7,0.2,2.0,39.14,2,0.5
100080,2024-09-20,Scotland,Social,39.0,True,False,2,2.9,0,0,46.0,6.0,241.52999999999997,40.254999999999995,46.17,26.349526561211682,93.0,3.0,0.16666666666666666,Electronics,1.0,1.0,4.0,0,133,4.4,1.3636363636363635,54.89318181818181,1,0.3333333333333333
100081,2024-04-21,Wales,Organic,27.0,True,False,1,3.9,0,0,13.0,4.0,231.99,57.9975,44.480000000000004,51.42532668831575,115.0,3.0,0.0,Beauty,2.0,0.0,2.0,0,285,9.4,0.425531914893617,24.679787234042553,1,0.25
100082,2025-01-24,South East,Affiliate,33.0,True,True,1,3.9,0,1,10.0,2.0,61.55,30.775,30.775,17.147339443773777,18.0,2.0,0.0,Books & Media,0.0,1.0,1.0,0,7,0.2,2.0,61.55,2,0.5
100083,2023-07-09,North West,Email,36.0,True,False,1,4.4,0,0,34.0,12.0,558.77,46.564166666666665,47.69,15.658880987729576,348.0,6.0,0.08333333333333333,Homeware,6.0,0.0,6.0,0,572,18.8,0.6382978723404255,29.721808510638297,1,0.08333333333333333
100084,2023-08-17,North West,Social,41.0,False,True,0,5.0,0,0,4.0,36.0,2671.15,74.19861111111112,74.005,35.34391603760138,384.0,10.0,0.08333333333333333,Electronics,15.0,3.0,18.0,0,533,17.5,2.057142857142857,152.63714285714286,1,0.0
100085,2022-08-09,North East,Email,62.0,True,True,1,3.9,0,1,11.0,24.0,1858.46,77.43583333333333,79.43,28.8635524519233,376.0,9.0,0.16666666666666666,Books & Media,8.0,2.0,14.0,0,906,29.8,0.8053691275167785,62.36442953020134,2,0.041666666666666664
100086,2025-01-24,West Midlands,Affiliate,53.0,True,True,0,3.6,0,0,18.0,1.0,19.23,19.23,19.23,0.0,0.0,1.0,0.0,Garden,1.0,0.0,0.0,0,7,0.2,1.0,19.23,2,0.0
100087,2024-05-09,West Midlands,Paid Search,30.0,True,False,1,4.9,0,0,212.0,1.0,29.29,29.29,29.29,0.0,0.0,1.0,0.0,Sports & Outdoors,0.0,1.0,0.0,0,267,8.8,0.11363636363636363,3.3284090909090907,1,1.0
100088,2024-04-12,Unknown,Paid Search,65.0,True,True,1,2.7,0,0,3.0,10.0,421.32,42.132,43.735,16.695081644337986,291.0,5.0,0.1,Sports & Outdoors,4.0,1.0,5.0,0,294,9.7,1.0309278350515465,43.435051546391755,2,0.1
100089,2024-09-29,North East,Email,40.0,True,True,1,4.4,0,0,4.0,3.0,77.22,25.74,27.64,10.341740665864718,105.0,3.0,0.3333333333333333,Fashion,2.0,0.0,1.0,0,124,4.1,0.7317073170731708,18.834146341463416,2,0.3333333333333333
100090,2024-03-05,London,Paid Search,50.0,True,True,2,3.9,0,1,312.0,2.0,95.82000000000001,47.910000000000004,47.910000000000004,26.544788565742998,22.0,2.0,0.0,Pet Supplies,1.0,1.0,0.0,0,332,10.9,0.18348623853211007,8.790825688073395,2,1.0
100091,2024-01-19,Wales,Email,29.0,True,False,0,4.4,0,0,56.0,15.0,645.4499999999999,43.029999999999994,45.51,16.344220909632163,337.0,7.0,0.13333333333333333,Electronics,7.0,1.0,7.0,0,378,12.4,1.2096774193548387,52.052419354838705,1,0.0
100092,2024-03-12,South West,Social,35.0,True,True,0,3.9,0,1,13.0,8.0,201.29000000000002,25.161250000000003,21.145000000000003,13.974290104637568,257.0,7.0,0.0,Toys & Kids,1.0,1.0,6.0,0,325,10.7,0.7476635514018692,18.812149532710283,2,0.0
100093,2024-08-27,Wales,Organic,54.0,True,False,0,3.7,0,0,41.0,1.0,22.93,22.93,22.93,0.0,0.0,1.0,0.0,Books & Media,0.0,0.0,1.0,0,157,5.2,0.1923076923076923,4.4096153846153845,1,0.0
100094,2024-11-02,London,Paid Search,30.0,False,True,0,4.2,0,0,13.0,4.0,218.3,54.575,52.205,7.938851722174097,57.0,3.0,0.0,Pet Supplies,2.0,1.0,1.0,0,90,3.0,1.3333333333333333,72.76666666666667,1,0.0
100095,2025-01-24,London,Email,42.0,False,False,1,3.9,0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,7,0.2,0.0,0.0,0,1.0
100096,2024-07-12,West Midlands,Paid Search,41.0,False,True,0,3.6,1,0,56.0,6.0,146.99,24.498333333333335,23.215,6.066176445395128,153.0,3.0,0.16666666666666666,Beauty,2.0,0.0,4.0,0,203,6.7,0.8955223880597015,21.938805970149254,1,0.0
100097,2023-09-14,Wales,Paid Search,28.0,True,False,1,3.9,0,0,30.0,27.0,2040.84,75.58666666666666,72.98,31.620311388531455,334.0,8.0,0.0,Electronics,7.0,1.0,19.0,0,505,16.6,1.6265060240963853,122.94216867469878,1,0.037037037037037035
100098,2023-07-02,Scotland,Organic,18.0,True,True,1,2.5,0,0,12.0,29.0,2244.42,77.39379310344827,83.02,30.856335123299708,359.0,9.0,0.06896551724137931,Toys & Kids,11.0,2.0,16.0,0,579,19.0,1.5263157894736843,118.12736842105264,2,0.034482758620689655
100099,2024-09-02,South West,Paid Search,53.0,True,False,1,3.8,0,0,14.0,15.0,867.36,57.824,59.49,22.243395745382813,137.0,10.0,0.06666666666666667,Sports & Outdoors,5.0,3.0,7.0,0,151,5.0,3.0,173.472,1,0.06666666666666667
100100,2023-08-07,North West,Social,78.0,True,True,2,4.2,0,0,20.0,17.0,975.42,57.37764705882353,55.39,19.550283734965262,356.0,9.0,0.0,Groceries,8.0,1.0,8.0,0,543,17.8,0.9550561797752809,54.79887640449438,2,0.11764705882352941
100101,2024-06-01,West Midlands,Affiliate,47.0,False,True,1,4.6,0,0,25.0,6.0,177.35,29.558333333333334,25.365000000000002,22.706170453572014,170.0,5.0,0.0,Pet Supplies,3.0,0.0,3.0,0,244,8.0,0.75,22.16875,1,0.16666666666666666
100102,2023-02-19,Wales,Email,49.0,False,False,1,3.7,0,0,43.0,2.0,79.67,39.835,39.835,10.373256480006653,306.0,2.0,0.0,Sports & Outdoors,1.0,0.0,1.0,0,712,23.4,0.08547008547008547,3.404700854700855,0,0.5
100103,2024-06-27,Scotland,Social,30.0,True,False,0,3.5,0,0,12.0,11.0,715.1,65.00909090909092,59.21,25.780919865103904,210.0,6.0,0.18181818181818182,Garden,5.0,0.0,6.0,0,218,7.2,1.5277777777777777,99.31944444444444,1,0.0
100104,2025-01-24,South West,Organic,60.0,True,False,0,4.4,0,0,25.0,1.0,43.09,43.09,43.09,0.0,0.0,1.0,0.0,Groceries,1.0,0.0,0.0,0,7,0.2,1.0,43.09,1,0.0
